order_id,amount,capture_date,status
RFND-5004,-831.00,2025-12-09,refund
RFND-5003,-1132.00,2025-12-13,refund
RFND-5001,-377.00,2025-12-17,refund
ORD-1000,2592.00,2026-01-05,captured
ORD-1062,4371.00,2026-01-05,captured
ORD-1124,768.00,2026-01-05,captured
ORD-1186,3421.00,2026-01-05,captured
ORD-1248,2968.00,2026-01-05,captured
ORD-1310,2742.00,2026-01-05,captured
ORD-1372,1060.00,2026-01-05,captured
ORD-1434,1574.00,2026-01-05,captured
ORD-1496,3148.00,2026-01-05,captured
ORD-1001,3437.00,2026-01-06,captured
ORD-1063,1942.00,2026-01-06,captured
ORD-1125,4543.00,2026-01-06,captured
ORD-1187,3349.00,2026-01-06,captured
ORD-1249,1276.00,2026-01-06,captured
ORD-1311,2494.00,2026-01-06,captured
ORD-1373,2384.00,2026-01-06,captured
ORD-1435,653.00,2026-01-06,captured
ORD-1497,4313.00,2026-01-06,captured
ORD-1002,4842.00,2026-01-07,captured
ORD-1064,966.00,2026-01-07,captured
ORD-1126,3237.00,2026-01-07,captured
ORD-1188,2743.00,2026-01-07,captured
ORD-1250,2918.00,2026-01-07,captured
ORD-1312,4385.00,2026-01-07,captured
ORD-1374,2688.00,2026-01-07,captured
ORD-1436,3298.00,2026-01-07,captured
ORD-1498,4283.00,2026-01-07,captured
ORD-1003,737.00,2026-01-08,captured
ORD-1065,2598.00,2026-01-08,captured
ORD-1127,2196.00,2026-01-08,captured
ORD-1189,3331.00,2026-01-08,captured
ORD-1251,4966.00,2026-01-08,captured
ORD-1313,801.00,2026-01-08,captured
ORD-1375,1197.00,2026-01-08,captured
ORD-1437,1198.00,2026-01-08,captured
ORD-1499,1317.00,2026-01-08,captured
ORD-1004,4314.00,2026-01-09,captured
ORD-1066,687.00,2026-01-09,captured
ORD-1128,1569.00,2026-01-09,captured
ORD-1190,3846.00,2026-01-09,captured
ORD-1252,4699.00,2026-01-09,captured
ORD-1314,2512.00,2026-01-09,captured
ORD-1376,1015.00,2026-01-09,captured
ORD-1438,794.00,2026-01-09,captured
ORD-1005,2540.00,2026-01-12,captured
ORD-1067,3429.00,2026-01-12,captured
ORD-1129,1587.00,2026-01-12,captured
ORD-1191,3367.00,2026-01-12,captured
ORD-1253,3280.00,2026-01-12,captured
