settlement_id,utr,settle_date,gross,fee,gst,net,order_id
SETL-110,UTR-95126506,2026-01-19,22367.00,409.31,73.67,21884.02,ORD-1009
SETL-110,UTR-95126506,2026-01-19,22367.00,409.31,73.67,21884.02,ORD-1071
SETL-110,UTR-95126506,2026-01-19,22367.00,409.31,73.67,21884.02,ORD-1133
SETL-110,UTR-95126506,2026-01-19,22367.00,409.31,73.67,21884.02,ORD-1195
SETL-110,UTR-95126506,2026-01-19,22367.00,409.31,73.67,21884.02,ORD-1257
SETL-110,UTR-95126506,2026-01-19,22367.00,409.31,73.67,21884.02,ORD-1319
SETL-110,UTR-95126506,2026-01-19,22367.00,409.31,73.67,21884.02,ORD-1381
SETL-111,UTR-27408086,2026-01-20,20656.00,378.00,68.04,20209.96,ORD-1010
SETL-111,UTR-27408086,2026-01-20,20656.00,378.00,68.04,20209.96,ORD-1072
SETL-111,UTR-27408086,2026-01-20,20656.00,378.00,68.04,20209.96,ORD-1134
SETL-111,UTR-27408086,2026-01-20,20656.00,378.00,68.04,20209.96,ORD-1196
SETL-111,UTR-27408086,2026-01-20,20656.00,378.00,68.04,20209.96,ORD-1258
SETL-111,UTR-27408086,2026-01-20,20656.00,378.00,68.04,20209.96,ORD-1320
SETL-111,UTR-27408086,2026-01-20,20656.00,378.00,68.04,20209.96,ORD-1382
SETL-111,UTR-27408086,2026-01-20,20656.00,378.00,68.04,20209.96,ORD-1444
SETL-112,UTR-65031946,2026-01-21,24286.00,444.43,79.99,23761.58,ORD-1011
SETL-112,UTR-65031946,2026-01-21,24286.00,444.43,79.99,23761.58,ORD-1073
SETL-112,UTR-65031946,2026-01-21,24286.00,444.43,79.99,23761.58,ORD-1135
SETL-112,UTR-65031946,2026-01-21,24286.00,444.43,79.99,23761.58,ORD-1197
SETL-112,UTR-65031946,2026-01-21,24286.00,444.43,79.99,23761.58,ORD-1259
SETL-112,UTR-65031946,2026-01-21,24286.00,444.43,79.99,23761.58,ORD-1321
SETL-112,UTR-65031946,2026-01-21,24286.00,444.43,79.99,23761.58,ORD-1383
SETL-112,UTR-65031946,2026-01-21,24286.00,444.43,79.99,23761.58,ORD-1445
SETL-113,UTR-35819812,2026-01-22,23951.00,438.30,78.89,23433.81,ORD-1012
SETL-113,UTR-35819812,2026-01-22,23951.00,438.30,78.89,23433.81,ORD-1074
SETL-113,UTR-35819812,2026-01-22,23951.00,438.30,78.89,23433.81,ORD-1136
SETL-113,UTR-35819812,2026-01-22,23951.00,438.30,78.89,23433.81,ORD-1198
SETL-113,UTR-35819812,2026-01-22,23951.00,438.30,78.89,23433.81,ORD-1260
SETL-113,UTR-35819812,2026-01-22,23951.00,438.30,78.89,23433.81,ORD-1322
SETL-113,UTR-35819812,2026-01-22,23951.00,438.30,78.89,23433.81,ORD-1384
SETL-113,UTR-35819812,2026-01-22,23951.00,438.30,78.89,23433.81,ORD-1446
SETL-114,UTR-66823279,2026-01-23,24995.00,457.40,82.33,24455.27,ORD-1013
SETL-114,UTR-66823279,2026-01-23,24995.00,457.40,82.33,24455.27,ORD-1075
SETL-114,UTR-66823279,2026-01-23,24995.00,457.40,82.33,24455.27,ORD-1137
SETL-114,UTR-66823279,2026-01-23,24995.00,457.40,82.33,24455.27,ORD-1199
SETL-114,UTR-66823279,2026-01-23,24995.00,457.40,82.33,24455.27,ORD-1261
SETL-114,UTR-66823279,2026-01-23,24995.00,457.40,82.33,24455.27,ORD-1323
SETL-114,UTR-66823279,2026-01-23,24995.00,457.40,82.33,24455.27,ORD-1385
SETL-114,UTR-66823279,2026-01-23,24995.00,457.40,82.33,24455.27,ORD-1447
SETL-115,UTR-98987650,2026-01-26,24617.00,450.49,81.08,24085.43,ORD-1014
SETL-115,UTR-98987650,2026-01-26,24617.00,450.49,81.08,24085.43,ORD-1076
SETL-115,UTR-98987650,2026-01-26,24617.00,450.49,81.08,24085.43,ORD-1138
SETL-115,UTR-98987650,2026-01-26,24617.00,450.49,81.08,24085.43,ORD-1200
SETL-115,UTR-98987650,2026-01-26,24617.00,450.49,81.08,24085.43,ORD-1262
SETL-115,UTR-98987650,2026-01-26,24617.00,450.49,81.08,24085.43,ORD-1324
SETL-115,UTR-98987650,2026-01-26,24617.00,450.49,81.08,24085.43,ORD-1386
SETL-115,UTR-98987650,2026-01-26,24617.00,450.49,81.08,24085.43,ORD-1448
SETL-116,UTR-98272069,2026-01-27,27131.00,496.49,89.36,26545.15,ORD-1015
SETL-116,UTR-98272069,2026-01-27,27131.00,496.49,89.36,26545.15,ORD-1077
SETL-116,UTR-98272069,2026-01-27,27131.00,496.49,89.36,26545.15,ORD-1139
SETL-116,UTR-98272069,2026-01-27,27131.00,496.49,89.36,26545.15,ORD-1201
SETL-116,UTR-98272069,2026-01-27,27131.00,496.49,89.36,26545.15,ORD-1263
SETL-116,UTR-98272069,2026-01-27,27131.00,496.49,89.36,26545.15,ORD-1325
SETL-116,UTR-98272069,2026-01-27,27131.00,496.49,89.36,26545.15,ORD-1387
SETL-116,UTR-98272069,2026-01-27,27131.00,496.49,89.36,26545.15,ORD-1449
SETL-117,UTR-88694050,2026-01-28,16363.00,299.44,53.89,16009.67,ORD-1016
SETL-117,UTR-88694050,2026-01-28,16363.00,299.44,53.89,16009.67,ORD-1078
SETL-117,UTR-88694050,2026-01-28,16363.00,299.44,53.89,16009.67,ORD-1140
SETL-117,UTR-88694050,2026-01-28,16363.00,299.44,53.89,16009.67,ORD-1202
SETL-117,UTR-88694050,2026-01-28,16363.00,299.44,53.89,16009.67,ORD-1264
SETL-117,UTR-88694050,2026-01-28,16363.00,299.44,53.89,16009.67,ORD-1326
SETL-117,UTR-88694050,2026-01-28,16363.00,299.44,53.89,16009.67,ORD-1388
SETL-117,UTR-88694050,2026-01-28,16363.00,299.44,53.89,16009.67,ORD-1450
SETL-118,UTR-87676386,2026-01-29,15729.00,287.84,51.81,15389.35,ORD-1017
SETL-118,UTR-87676386,2026-01-29,15729.00,287.84,51.81,15389.35,ORD-1079
SETL-118,UTR-87676386,2026-01-29,15729.00,287.84,51.81,15389.35,ORD-1141
SETL-118,UTR-87676386,2026-01-29,15729.00,287.84,51.81,15389.35,ORD-1203
SETL-118,UTR-87676386,2026-01-29,15729.00,287.84,51.81,15389.35,ORD-1265
SETL-118,UTR-87676386,2026-01-29,15729.00,287.84,51.81,15389.35,ORD-1327
SETL-118,UTR-87676386,2026-01-29,15729.00,287.84,51.81,15389.35,ORD-1389
SETL-118,UTR-87676386,2026-01-29,15729.00,287.84,51.81,15389.35,ORD-1451
SETL-119,UTR-12377590,2026-01-30,23070.00,422.41,76.03,22571.56,ORD-1018
SETL-119,UTR-12377590,2026-01-30,23070.00,422.41,76.03,22571.56,ORD-1080
SETL-119,UTR-12377590,2026-01-30,23070.00,422.41,76.03,22571.56,ORD-1142
SETL-119,UTR-12377590,2026-01-30,23070.00,422.41,76.03,22571.56,ORD-1204
SETL-119,UTR-12377590,2026-01-30,23070.00,422.41,76.03,22571.56,ORD-1266
SETL-119,UTR-12377590,2026-01-30,23070.00,422.41,76.03,22571.56,ORD-1328
SETL-119,UTR-12377590,2026-01-30,23070.00,422.41,76.03,22571.56,ORD-1390
SETL-119,UTR-12377590,2026-01-30,23070.00,422.41,76.03,22571.56,ORD-1452
SETL-120,UTR-12629509,2026-01-31,24685.00,451.73,81.31,24151.96,ORD-1019
SETL-120,UTR-12629509,2026-01-31,24685.00,451.73,81.31,24151.96,ORD-1081
SETL-120,UTR-12629509,2026-01-31,24685.00,451.73,81.31,24151.96,ORD-1143
