order_id,amount,capture_date,status
ORD-1000,3809.00,2026-01-05,captured
ORD-1062,546.00,2026-01-05,captured
ORD-1124,1366.00,2026-01-05,captured
ORD-1186,3019.00,2026-01-05,captured
ORD-1248,971.00,2026-01-05,captured
ORD-1310,2876.00,2026-01-05,captured
ORD-1372,2207.00,2026-01-05,captured
ORD-1434,3609.00,2026-01-05,captured
ORD-1496,3763.00,2026-01-05,captured
RFND-5004,-1110.00,2026-01-05,refund
ORD-1001,3619.00,2026-01-06,captured
ORD-1063,3621.00,2026-01-06,captured
ORD-1125,3071.00,2026-01-06,captured
ORD-1187,1119.00,2026-01-06,captured
ORD-1249,3921.00,2026-01-06,captured
ORD-1311,1512.00,2026-01-06,captured
ORD-1373,1322.00,2026-01-06,captured
ORD-1435,647.00,2026-01-06,captured
ORD-1497,2207.00,2026-01-06,captured
ORD-1002,2139.00,2026-01-07,captured
ORD-1064,3200.00,2026-01-07,captured
ORD-1126,2290.00,2026-01-07,captured
ORD-1188,761.00,2026-01-07,captured
ORD-1250,2380.00,2026-01-07,captured
ORD-1312,4534.00,2026-01-07,captured
ORD-1374,4074.00,2026-01-07,captured
ORD-1436,3439.00,2026-01-07,captured
ORD-1498,1058.00,2026-01-07,captured
ORD-1003,1964.00,2026-01-08,captured
ORD-1065,1612.00,2026-01-08,captured
ORD-1127,2545.00,2026-01-08,captured
ORD-1189,977.00,2026-01-08,captured
ORD-1251,2044.00,2026-01-08,captured
ORD-1313,4002.00,2026-01-08,captured
ORD-1375,2152.00,2026-01-08,captured
ORD-1437,3104.00,2026-01-08,captured
ORD-1499,2791.00,2026-01-08,captured
ORD-1004,2386.00,2026-01-09,captured
ORD-1066,4787.00,2026-01-09,captured
ORD-1128,3642.00,2026-01-09,captured
ORD-1190,3914.00,2026-01-09,captured
ORD-1252,1459.00,2026-01-09,captured
ORD-1314,1092.00,2026-01-09,captured
ORD-1376,1921.00,2026-01-09,captured
ORD-1438,3574.00,2026-01-09,captured
ORD-1005,2535.00,2026-01-12,captured
ORD-1067,3820.00,2026-01-12,captured
ORD-1129,2927.00,2026-01-12,captured
ORD-1191,2955.00,2026-01-12,captured
ORD-1253,4470.00,2026-01-12,captured
ORD-1315,830.00,2026-01-12,captured
ORD-1377,1602.00,2026-01-12,captured
ORD-1439,2506.00,2026-01-12,captured
ORD-1006,1591.00,2026-01-13,captured
ORD-1068,2144.00,2026-01-13,captured
ORD-1130,4089.00,2026-01-13,captured
ORD-1192,3524.00,2026-01-13,captured
ORD-1254,1907.00,2026-01-13,captured
ORD-1316,3397.00,2026-01-13,captured
ORD-1378,4394.00,2026-01-13,captured
ORD-1440,4909.00,2026-01-13,captured
ORD-1007,1209.00,2026-01-14,captured
ORD-1069,953.00,2026-01-14,captured
ORD-1131,1156.00,2026-01-14,captured
ORD-1193,2918.00,2026-01-14,captured
ORD-1255,2734.00,2026-01-14,captured
ORD-1317,1843.00,2026-01-14,captured
ORD-1379,2535.00,2026-01-14,captured
ORD-1441,1756.00,2026-01-14,captured
RFND-5002,-202.00,2026-01-14,refund
ORD-1008,2557.00,2026-01-15,captured
ORD-1070,2232.00,2026-01-15,captured
ORD-1132,4086.00,2026-01-15,captured
ORD-1194,2089.00,2026-01-15,captured
ORD-1256,2756.00,2026-01-15,captured
ORD-1318,3099.00,2026-01-15,captured
ORD-1380,1912.00,2026-01-15,captured
ORD-1442,1106.00,2026-01-15,captured
ORD-1009,3638.00,2026-01-16,captured
ORD-1071,4128.00,2026-01-16,captured
ORD-1133,3949.00,2026-01-16,captured
ORD-1195,1320.00,2026-01-16,captured
ORD-1257,3491.00,2026-01-16,captured
ORD-1319,3240.00,2026-01-16,captured
ORD-1381,2601.00,2026-01-16,captured
ORD-1443,676.00,2026-01-16,captured
ORD-1010,4848.00,2026-01-17,captured
ORD-1072,2610.00,2026-01-17,captured
ORD-1134,2598.00,2026-01-17,captured
ORD-1196,3733.00,2026-01-17,captured
ORD-1258,1078.00,2026-01-17,captured
ORD-1320,3178.00,2026-01-17,captured
ORD-1382,1874.00,2026-01-17,captured
ORD-1444,737.00,2026-01-17,captured
ORD-1011,4912.00,2026-01-19,captured
ORD-1073,4968.00,2026-01-19,captured
ORD-1135,1070.00,2026-01-19,captured
ORD-1197,3764.00,2026-01-19,captured
ORD-1259,2123.00,2026-01-19,captured
ORD-1321,783.00,2026-01-19,captured
ORD-1383,4725.00,2026-01-19,captured
ORD-1445,1941.00,2026-01-19,captured
ORD-1012,1235.00,2026-01-20,captured
ORD-1074,3810.00,2026-01-20,captured
ORD-1136,4621.00,2026-01-20,captured
ORD-1198,1911.00,2026-01-20,captured
ORD-1260,1922.00,2026-01-20,captured
ORD-1322,3585.00,2026-01-20,captured
ORD-1384,4632.00,2026-01-20,captured
ORD-1446,2235.00,2026-01-20,captured
ORD-1013,4508.00,2026-01-21,captured
ORD-1075,1535.00,2026-01-21,captured
ORD-1137,2900.00,2026-01-21,captured
ORD-1199,2669.00,2026-01-21,captured
ORD-1261,3397.00,2026-01-21,captured
ORD-1323,2717.00,2026-01-21,captured
ORD-1385,4950.00,2026-01-21,captured
ORD-1447,2319.00,2026-01-21,captured
ORD-1014,2134.00,2026-01-22,captured
ORD-1076,3398.00,2026-01-22,captured
ORD-1138,3126.00,2026-01-22,captured
ORD-1200,4275.00,2026-01-22,captured
ORD-1262,4882.00,2026-01-22,captured
ORD-1324,2356.00,2026-01-22,captured
ORD-1386,1132.00,2026-01-22,captured
ORD-1448,3314.00,2026-01-22,captured
ORD-1015,3954.00,2026-01-23,captured
ORD-1077,4400.00,2026-01-23,captured
ORD-1139,4408.00,2026-01-23,captured
ORD-1201,3195.00,2026-01-23,captured
ORD-1263,1167.00,2026-01-23,captured
ORD-1325,4989.00,2026-01-23,captured
ORD-1387,2422.00,2026-01-23,captured
ORD-1449,2596.00,2026-01-23,captured
ORD-1016,2275.00,2026-01-26,captured
ORD-1078,957.00,2026-01-26,captured
ORD-1140,4868.00,2026-01-26,captured
ORD-1202,1552.00,2026-01-26,captured
ORD-1264,1430.00,2026-01-26,captured
ORD-1326,1734.00,2026-01-26,captured
ORD-1388,2470.00,2026-01-26,captured
ORD-1450,1077.00,2026-01-26,captured
ORD-1017,3563.00,2026-01-27,captured
ORD-1079,1572.00,2026-01-27,captured
ORD-1141,1542.00,2026-01-27,captured
ORD-1203,1570.00,2026-01-27,captured
ORD-1265,1529.00,2026-01-27,captured
ORD-1327,651.00,2026-01-27,captured
ORD-1389,4796.00,2026-01-27,captured
ORD-1451,506.00,2026-01-27,captured
ORD-1018,3679.00,2026-01-28,captured
ORD-1080,1732.00,2026-01-28,captured
ORD-1142,2603.00,2026-01-28,captured
ORD-1204,4158.00,2026-01-28,captured
ORD-1266,1621.00,2026-01-28,captured
ORD-1328,2865.00,2026-01-28,captured
ORD-1390,2357.00,2026-01-28,captured
ORD-1452,4055.00,2026-01-28,captured
ORD-1020,1747.00,2026-01-30,captured
ORD-1082,1518.00,2026-01-30,captured
ORD-1144,2882.00,2026-01-30,captured
ORD-1206,3925.00,2026-01-30,captured
ORD-1268,4967.00,2026-01-30,captured
ORD-1330,3933.00,2026-01-30,captured
ORD-1392,3739.00,2026-01-30,captured
ORD-1454,4070.00,2026-01-30,captured
