order_id,amount,capture_date,status
RFND-5003,-214.00,2025-12-06,refund
RFND-5001,-1140.00,2025-12-25,refund
ORD-1000,1412.00,2026-01-05,captured
ORD-1062,2687.00,2026-01-05,captured
ORD-1124,1963.00,2026-01-05,captured
ORD-1186,2255.00,2026-01-05,captured
ORD-1248,999.00,2026-01-05,captured
ORD-1310,2808.00,2026-01-05,captured
ORD-1372,2326.00,2026-01-05,captured
ORD-1434,4309.00,2026-01-05,captured
ORD-1496,2840.00,2026-01-05,captured
ORD-1001,704.00,2026-01-06,captured
ORD-1063,1084.00,2026-01-06,captured
ORD-1125,4658.00,2026-01-06,captured
ORD-1187,4917.00,2026-01-06,captured
ORD-1249,3069.00,2026-01-06,captured
ORD-1311,2225.00,2026-01-06,captured
ORD-1373,693.00,2026-01-06,captured
ORD-1435,4119.00,2026-01-06,captured
ORD-1497,2420.00,2026-01-06,captured
ORD-1002,2753.00,2026-01-07,captured
ORD-1064,1901.00,2026-01-07,captured
ORD-1126,1371.00,2026-01-07,captured
ORD-1188,1583.00,2026-01-07,captured
ORD-1250,968.00,2026-01-07,captured
ORD-1312,3308.00,2026-01-07,captured
ORD-1374,2082.00,2026-01-07,captured
ORD-1436,4122.00,2026-01-07,captured
ORD-1498,2725.00,2026-01-07,captured
ORD-1003,2506.00,2026-01-08,captured
ORD-1065,4875.00,2026-01-08,captured
ORD-1127,2944.00,2026-01-08,captured
ORD-1189,4372.00,2026-01-08,captured
ORD-1251,910.00,2026-01-08,captured
ORD-1313,2167.00,2026-01-08,captured
ORD-1375,3764.00,2026-01-08,captured
ORD-1437,2250.00,2026-01-08,captured
ORD-1499,3251.00,2026-01-08,captured
ORD-1004,2328.00,2026-01-09,captured
ORD-1066,2505.00,2026-01-09,captured
ORD-1128,4658.00,2026-01-09,captured
ORD-1190,2490.00,2026-01-09,captured
ORD-1252,4405.00,2026-01-09,captured
ORD-1314,2662.00,2026-01-09,captured
ORD-1376,3189.00,2026-01-09,captured
ORD-1438,4687.00,2026-01-09,captured
ORD-1005,1643.00,2026-01-12,captured
ORD-1067,1838.00,2026-01-12,captured
ORD-1129,2129.00,2026-01-12,captured
ORD-1191,4374.00,2026-01-12,captured
ORD-1253,4619.00,2026-01-12,captured
ORD-1315,4640.00,2026-01-12,captured
ORD-1377,2782.00,2026-01-12,captured
ORD-1439,4376.00,2026-01-12,captured
ORD-1006,1339.00,2026-01-13,captured
ORD-1068,4286.00,2026-01-13,captured
ORD-1130,1752.00,2026-01-13,captured
ORD-1192,3834.00,2026-01-13,captured
ORD-1254,4850.00,2026-01-13,captured
ORD-1316,4502.00,2026-01-13,captured
ORD-1378,1068.00,2026-01-13,captured
ORD-1440,1890.00,2026-01-13,captured
ORD-1007,4967.00,2026-01-14,captured
ORD-1069,3608.00,2026-01-14,captured
ORD-1131,3563.00,2026-01-14,captured
ORD-1193,2059.00,2026-01-14,captured
ORD-1255,1789.00,2026-01-14,captured
ORD-1317,2557.00,2026-01-14,captured
ORD-1379,2786.00,2026-01-14,captured
ORD-1441,1194.00,2026-01-14,captured
ORD-1008,1212.00,2026-01-15,captured
ORD-1070,2711.00,2026-01-15,captured
ORD-1132,1823.00,2026-01-15,captured
ORD-1194,1272.00,2026-01-15,captured
ORD-1256,965.00,2026-01-15,captured
ORD-1318,916.00,2026-01-15,captured
ORD-1380,3376.00,2026-01-15,captured
ORD-1442,2824.00,2026-01-15,captured
RFND-5004,-269.00,2026-01-15,refund
ORD-1009,3956.00,2026-01-16,captured
ORD-1071,2299.00,2026-01-16,captured
ORD-1133,4918.00,2026-01-16,captured
ORD-1195,1294.00,2026-01-16,captured
ORD-1257,4660.00,2026-01-16,captured
ORD-1319,1256.00,2026-01-16,captured
ORD-1381,4673.00,2026-01-16,captured
ORD-1443,4722.00,2026-01-16,captured
ORD-1010,760.00,2026-01-17,captured
ORD-1072,3156.00,2026-01-17,captured
ORD-1134,4844.00,2026-01-17,captured
ORD-1196,4031.00,2026-01-17,captured
ORD-1258,1156.00,2026-01-17,captured
ORD-1320,3969.00,2026-01-17,captured
ORD-1382,3774.00,2026-01-17,captured
ORD-1444,3245.00,2026-01-17,captured
RFND-5002,-325.00,2026-01-18,refund
ORD-1011,744.00,2026-01-19,captured
ORD-1073,958.00,2026-01-19,captured
ORD-1135,504.00,2026-01-19,captured
ORD-1197,3402.00,2026-01-19,captured
ORD-1259,2022.00,2026-01-19,captured
ORD-1321,2766.00,2026-01-19,captured
ORD-1383,4892.00,2026-01-19,captured
ORD-1445,1265.00,2026-01-19,captured
ORD-1012,1267.00,2026-01-20,captured
ORD-1074,2376.00,2026-01-20,captured
ORD-1136,3155.00,2026-01-20,captured
ORD-1198,3969.00,2026-01-20,captured
ORD-1260,1061.00,2026-01-20,captured
ORD-1322,861.00,2026-01-20,captured
ORD-1384,3212.00,2026-01-20,captured
ORD-1446,2424.00,2026-01-20,captured
ORD-1013,2291.00,2026-01-21,captured
ORD-1075,762.00,2026-01-21,captured
ORD-1137,4502.00,2026-01-21,captured
ORD-1199,3867.00,2026-01-21,captured
ORD-1261,1056.00,2026-01-21,captured
ORD-1323,529.00,2026-01-21,captured
ORD-1385,726.00,2026-01-21,captured
ORD-1447,3042.00,2026-01-21,captured
ORD-1014,2405.00,2026-01-22,captured
ORD-1076,3084.00,2026-01-22,captured
ORD-1138,659.00,2026-01-22,captured
ORD-1200,4325.00,2026-01-22,captured
ORD-1262,2426.00,2026-01-22,captured
ORD-1324,3232.00,2026-01-22,captured
ORD-1386,1444.00,2026-01-22,captured
ORD-1448,2340.00,2026-01-22,captured
ORD-1015,4639.00,2026-01-23,captured
ORD-1077,3786.00,2026-01-23,captured
ORD-1139,1416.00,2026-01-23,captured
ORD-1201,943.00,2026-01-23,captured
ORD-1263,3807.00,2026-01-23,captured
ORD-1325,1571.00,2026-01-23,captured
ORD-1387,2639.00,2026-01-23,captured
ORD-1449,2131.00,2026-01-23,captured
ORD-1016,717.00,2026-01-26,captured
ORD-1078,2693.00,2026-01-26,captured
ORD-1140,3473.00,2026-01-26,captured
ORD-1202,1306.00,2026-01-26,captured
ORD-1264,1482.00,2026-01-26,captured
ORD-1326,2645.00,2026-01-26,captured
ORD-1388,1962.00,2026-01-26,captured
ORD-1450,1707.00,2026-01-26,captured
ORD-1017,2128.00,2026-01-27,captured
ORD-1079,1042.00,2026-01-27,captured
ORD-1141,3019.00,2026-01-27,captured
ORD-1203,996.00,2026-01-27,captured
ORD-1265,2516.00,2026-01-27,captured
