settlement_id,utr,settle_date,gross,fee,gst,net,order_id
SETL-110,UTR-68707111,2026-01-19,16155.00,295.63,53.21,15806.16,ORD-1009
SETL-110,UTR-68707111,2026-01-19,16155.00,295.63,53.21,15806.16,ORD-1071
SETL-110,UTR-68707111,2026-01-19,16155.00,295.63,53.21,15806.16,ORD-1133
SETL-110,UTR-68707111,2026-01-19,16155.00,295.63,53.21,15806.16,ORD-1195
SETL-110,UTR-68707111,2026-01-19,16155.00,295.63,53.21,15806.16,ORD-1257
SETL-110,UTR-68707111,2026-01-19,16155.00,295.63,53.21,15806.16,ORD-1319
SETL-110,UTR-68707111,2026-01-19,16155.00,295.63,53.21,15806.16,ORD-1443
SETL-111,UTR-53197300,2026-01-20,19920.00,364.53,65.61,19489.86,ORD-1010
SETL-111,UTR-53197300,2026-01-20,19920.00,364.53,65.61,19489.86,ORD-1072
SETL-111,UTR-53197300,2026-01-20,19920.00,364.53,65.61,19489.86,ORD-1134
SETL-111,UTR-53197300,2026-01-20,19920.00,364.53,65.61,19489.86,ORD-1196
SETL-111,UTR-53197300,2026-01-20,19920.00,364.53,65.61,19489.86,ORD-1258
SETL-111,UTR-53197300,2026-01-20,19920.00,364.53,65.61,19489.86,ORD-1320
SETL-111,UTR-53197300,2026-01-20,19920.00,364.53,65.61,19489.86,ORD-1382
SETL-111,UTR-53197300,2026-01-20,19920.00,364.53,65.61,19489.86,ORD-1444
SETL-112,UTR-33470549,2026-01-21,26301.00,481.30,86.63,25733.07,ORD-1011
SETL-112,UTR-33470549,2026-01-21,26301.00,481.30,86.63,25733.07,ORD-1073
SETL-112,UTR-33470549,2026-01-21,26301.00,481.30,86.63,25733.07,ORD-1135
SETL-112,UTR-33470549,2026-01-21,26301.00,481.30,86.63,25733.07,ORD-1197
SETL-112,UTR-33470549,2026-01-21,26301.00,481.30,86.63,25733.07,ORD-1259
SETL-112,UTR-33470549,2026-01-21,26301.00,481.30,86.63,25733.07,ORD-1321
SETL-112,UTR-33470549,2026-01-21,26301.00,481.30,86.63,25733.07,ORD-1383
SETL-112,UTR-33470549,2026-01-21,26301.00,481.30,86.63,25733.07,ORD-1445
SETL-113,UTR-38817736,2026-01-22,19848.00,363.21,65.37,19419.42,ORD-1012
SETL-113,UTR-38817736,2026-01-22,19848.00,363.21,65.37,19419.42,ORD-1074
SETL-113,UTR-38817736,2026-01-22,19848.00,363.21,65.37,19419.42,ORD-1136
SETL-113,UTR-38817736,2026-01-22,19848.00,363.21,65.37,19419.42,ORD-1198
SETL-113,UTR-38817736,2026-01-22,19848.00,363.21,65.37,19419.42,ORD-1260
SETL-113,UTR-38817736,2026-01-22,19848.00,363.21,65.37,19419.42,ORD-1322
SETL-113,UTR-38817736,2026-01-22,19848.00,363.21,65.37,19419.42,ORD-1384
SETL-113,UTR-38817736,2026-01-22,19848.00,363.21,65.37,19419.42,ORD-1446
SETL-114,UTR-12408588,2026-01-23,24250.00,443.77,79.87,23726.36,ORD-1013
SETL-114,UTR-12408588,2026-01-23,24250.00,443.77,79.87,23726.36,ORD-1075
