order_id,amount,capture_date,status
RFND-5004,-885.00,2025-12-03,refund
RFND-5003,-302.00,2026-01-02,refund
ORD-1000,2433.00,2026-01-05,captured
ORD-1062,4360.00,2026-01-05,captured
ORD-1124,1009.00,2026-01-05,captured
ORD-1186,3712.00,2026-01-05,captured
ORD-1248,4054.00,2026-01-05,captured
ORD-1310,3797.00,2026-01-05,captured
ORD-1372,2452.00,2026-01-05,captured
ORD-1434,2400.00,2026-01-05,captured
ORD-1496,3682.00,2026-01-05,captured
RFND-5001,-1073.00,2026-01-05,refund
ORD-1001,2984.00,2026-01-06,captured
ORD-1063,3308.00,2026-01-06,captured
ORD-1125,952.00,2026-01-06,captured
ORD-1187,4566.00,2026-01-06,captured
ORD-1249,3906.00,2026-01-06,captured
ORD-1311,1971.00,2026-01-06,captured
ORD-1373,1065.00,2026-01-06,captured
ORD-1435,2394.00,2026-01-06,captured
ORD-1497,3798.00,2026-01-06,captured
ORD-1002,1345.00,2026-01-07,captured
ORD-1064,1688.00,2026-01-07,captured
ORD-1126,1881.00,2026-01-07,captured
ORD-1188,1109.00,2026-01-07,captured
ORD-1250,4139.00,2026-01-07,captured
ORD-1312,3200.00,2026-01-07,captured
ORD-1374,2951.00,2026-01-07,captured
ORD-1436,570.00,2026-01-07,captured
ORD-1498,778.00,2026-01-07,captured
ORD-1003,3744.00,2026-01-08,captured
ORD-1065,2102.00,2026-01-08,captured
ORD-1127,1725.00,2026-01-08,captured
ORD-1189,2794.00,2026-01-08,captured
ORD-1251,1048.00,2026-01-08,captured
ORD-1313,3546.00,2026-01-08,captured
ORD-1375,1586.00,2026-01-08,captured
ORD-1437,4405.00,2026-01-08,captured
ORD-1499,1916.00,2026-01-08,captured
ORD-1004,4422.00,2026-01-09,captured
ORD-1066,1044.00,2026-01-09,captured
ORD-1128,834.00,2026-01-09,captured
ORD-1190,2066.00,2026-01-09,captured
ORD-1252,2104.00,2026-01-09,captured
ORD-1314,3176.00,2026-01-09,captured
ORD-1376,884.00,2026-01-09,captured
ORD-1438,4860.00,2026-01-09,captured
ORD-1005,1769.00,2026-01-12,captured
ORD-1067,3881.00,2026-01-12,captured
ORD-1129,4974.00,2026-01-12,captured
ORD-1191,864.00,2026-01-12,captured
ORD-1253,2976.00,2026-01-12,captured
ORD-1315,1930.00,2026-01-12,captured
ORD-1377,1837.00,2026-01-12,captured
ORD-1439,2016.00,2026-01-12,captured
ORD-1006,1238.00,2026-01-13,captured
ORD-1068,2160.00,2026-01-13,captured
ORD-1130,4519.00,2026-01-13,captured
ORD-1192,3734.00,2026-01-13,captured
ORD-1254,4421.00,2026-01-13,captured
ORD-1316,2962.00,2026-01-13,captured
ORD-1378,3759.00,2026-01-13,captured
ORD-1440,4205.00,2026-01-13,captured
ORD-1007,1044.00,2026-01-14,captured
ORD-1069,4113.00,2026-01-14,captured
ORD-1131,2540.00,2026-01-14,captured
ORD-1193,1545.00,2026-01-14,captured
ORD-1255,3960.00,2026-01-14,captured
ORD-1317,689.00,2026-01-14,captured
ORD-1379,4982.00,2026-01-14,captured
ORD-1441,3608.00,2026-01-14,captured
RFND-5002,-1046.00,2026-01-14,refund
ORD-1008,662.00,2026-01-15,captured
ORD-1070,2763.00,2026-01-15,captured
ORD-1132,3133.00,2026-01-15,captured
ORD-1194,2707.00,2026-01-15,captured
ORD-1256,1468.00,2026-01-15,captured
ORD-1318,664.00,2026-01-15,captured
ORD-1380,4911.00,2026-01-15,captured
ORD-1442,3254.00,2026-01-15,captured
ORD-1009,3789.00,2026-01-16,captured
ORD-1071,2004.00,2026-01-16,captured
ORD-1133,791.00,2026-01-16,captured
ORD-1195,995.00,2026-01-16,captured
ORD-1257,1871.00,2026-01-16,captured
ORD-1319,4792.00,2026-01-16,captured
ORD-1381,2649.00,2026-01-16,authorized
ORD-1443,1913.00,2026-01-16,captured
ORD-1010,2870.00,2026-01-17,captured
ORD-1072,3414.00,2026-01-17,captured
ORD-1134,1501.00,2026-01-17,captured
ORD-1196,1870.00,2026-01-17,captured
ORD-1258,3544.00,2026-01-17,captured
ORD-1320,1226.00,2026-01-17,captured
ORD-1382,651.00,2026-01-17,captured
ORD-1444,4844.00,2026-01-17,captured
ORD-1011,982.00,2026-01-19,captured
ORD-1073,4071.00,2026-01-19,captured
ORD-1135,4835.00,2026-01-19,captured
ORD-1197,4305.00,2026-01-19,captured
ORD-1259,1833.00,2026-01-19,captured
ORD-1321,3441.00,2026-01-19,captured
ORD-1383,4795.00,2026-01-19,captured
ORD-1445,2039.00,2026-01-19,captured
ORD-1012,2318.00,2026-01-20,captured
ORD-1074,3126.00,2026-01-20,captured
ORD-1136,2899.00,2026-01-20,captured
ORD-1198,4368.00,2026-01-20,captured
ORD-1260,1944.00,2026-01-20,captured
ORD-1322,1306.00,2026-01-20,captured
ORD-1384,2510.00,2026-01-20,captured
ORD-1446,1377.00,2026-01-20,captured
ORD-1013,4762.00,2026-01-21,captured
ORD-1075,2127.00,2026-01-21,captured
ORD-1137,3853.00,2026-01-21,captured
ORD-1199,3807.00,2026-01-21,captured
ORD-1261,1723.00,2026-01-21,captured
ORD-1323,1798.00,2026-01-21,captured
ORD-1385,1790.00,2026-01-21,captured
ORD-1447,4390.00,2026-01-21,captured
ORD-1014,4896.00,2026-01-22,captured
ORD-1076,3150.00,2026-01-22,captured
ORD-1138,2140.00,2026-01-22,captured
ORD-1200,3698.00,2026-01-22,captured
ORD-1262,3175.00,2026-01-22,captured
