settlement_id,utr,settle_date,gross,fee,gst,net,order_id
SETL-110,UTR-62878918,2026-01-19,21163.00,387.28,69.71,20706.01,ORD-1009
SETL-110,UTR-62878918,2026-01-19,21163.00,387.28,69.71,20706.01,ORD-1071
SETL-110,UTR-62878918,2026-01-19,21163.00,387.28,69.71,20706.01,ORD-1133
SETL-110,UTR-62878918,2026-01-19,21163.00,387.28,69.71,20706.01,ORD-1195
SETL-110,UTR-62878918,2026-01-19,21163.00,387.28,69.71,20706.01,ORD-1257
SETL-110,UTR-62878918,2026-01-19,21163.00,387.28,69.71,20706.01,ORD-1319
SETL-110,UTR-62878918,2026-01-19,21163.00,387.28,69.71,20706.01,ORD-1381
SETL-110,UTR-62878918,2026-01-19,21163.00,387.28,69.71,20706.01,ORD-1443
SETL-111,UTR-13019113,2026-01-20,22216.00,406.55,73.17,21736.28,ORD-1010
SETL-111,UTR-13019113,2026-01-20,22216.00,406.55,73.17,21736.28,ORD-1072
SETL-111,UTR-13019113,2026-01-20,22216.00,406.55,73.17,21736.28,ORD-1134
SETL-111,UTR-13019113,2026-01-20,22216.00,406.55,73.17,21736.28,ORD-1196
SETL-111,UTR-13019113,2026-01-20,22216.00,406.55,73.17,21736.28,ORD-1258
SETL-111,UTR-13019113,2026-01-20,22216.00,406.55,73.17,21736.28,ORD-1320
SETL-111,UTR-13019113,2026-01-20,22216.00,406.55,73.17,21736.28,ORD-1382
SETL-111,UTR-13019113,2026-01-20,22216.00,406.55,73.17,21736.28,ORD-1444
SETL-112,UTR-50217813,2026-01-21,21510.00,393.63,70.85,21045.52,ORD-1011
SETL-112,UTR-50217813,2026-01-21,21510.00,393.63,70.85,21045.52,ORD-1073
SETL-112,UTR-50217813,2026-01-21,21510.00,393.63,70.85,21045.52,ORD-1135
SETL-112,UTR-50217813,2026-01-21,21510.00,393.63,70.85,21045.52,ORD-1197
SETL-112,UTR-50217813,2026-01-21,21510.00,393.63,70.85,21045.52,ORD-1259
SETL-112,UTR-50217813,2026-01-21,21510.00,393.63,70.85,21045.52,ORD-1321
SETL-112,UTR-50217813,2026-01-21,21510.00,393.63,70.85,21045.52,ORD-1383
SETL-112,UTR-50217813,2026-01-21,21510.00,393.63,70.85,21045.52,ORD-1445
SETL-113,UTR-50835013,2026-01-22,25780.00,471.77,84.91,25223.32,ORD-1012
SETL-113,UTR-50835013,2026-01-22,25780.00,471.77,84.91,25223.32,ORD-1074
SETL-113,UTR-50835013,2026-01-22,25780.00,471.77,84.91,25223.32,ORD-1136
SETL-113,UTR-50835013,2026-01-22,25780.00,471.77,84.91,25223.32,ORD-1198
SETL-113,UTR-50835013,2026-01-22,25780.00,471.77,84.91,25223.32,ORD-1260
SETL-113,UTR-50835013,2026-01-22,25780.00,471.77,84.91,25223.32,ORD-1322
SETL-113,UTR-50835013,2026-01-22,25780.00,471.77,84.91,25223.32,ORD-1384
SETL-113,UTR-50835013,2026-01-22,25780.00,471.77,84.91,25223.32,ORD-1446
SETL-114,UTR-94512860,2026-01-23,32594.00,596.47,107.36,31890.17,ORD-1013
SETL-114,UTR-94512860,2026-01-23,32594.00,596.47,107.36,31890.17,ORD-1075
SETL-114,UTR-94512860,2026-01-23,32594.00,596.47,107.36,31890.17,ORD-1137
SETL-114,UTR-94512860,2026-01-23,32594.00,596.47,107.36,31890.17,ORD-1199
SETL-114,UTR-94512860,2026-01-23,32594.00,596.47,107.36,31890.17,ORD-1261
SETL-114,UTR-94512860,2026-01-23,32594.00,596.47,107.36,31890.17,ORD-1323
SETL-114,UTR-94512860,2026-01-23,32594.00,596.47,107.36,31890.17,ORD-1385
SETL-114,UTR-94512860,2026-01-23,32594.00,596.47,107.36,31890.17,ORD-1447
SETL-115,UTR-41247171,2026-01-26,26549.00,485.84,87.45,25975.71,ORD-1014
SETL-115,UTR-41247171,2026-01-26,26549.00,485.84,87.45,25975.71,ORD-1076
SETL-115,UTR-41247171,2026-01-26,26549.00,485.84,87.45,25975.71,ORD-1138
SETL-115,UTR-41247171,2026-01-26,26549.00,485.84,87.45,25975.71,ORD-1200
SETL-115,UTR-41247171,2026-01-26,26549.00,485.84,87.45,25975.71,ORD-1324
SETL-115,UTR-41247171,2026-01-26,26549.00,485.84,87.45,25975.71,ORD-1386
SETL-115,UTR-41247171,2026-01-26,26549.00,485.84,87.45,25975.71,ORD-1448
SETL-116,UTR-21339077,2026-01-27,20987.00,384.06,69.13,20533.81,ORD-1015
SETL-116,UTR-21339077,2026-01-27,20987.00,384.06,69.13,20533.81,ORD-1077
SETL-116,UTR-21339077,2026-01-27,20987.00,384.06,69.13,20533.81,ORD-1139
SETL-116,UTR-21339077,2026-01-27,20987.00,384.06,69.13,20533.81,ORD-1201
SETL-116,UTR-21339077,2026-01-27,20987.00,384.06,69.13,20533.81,ORD-1263
SETL-116,UTR-21339077,2026-01-27,20987.00,384.06,69.13,20533.81,ORD-1325
SETL-116,UTR-21339077,2026-01-27,20987.00,384.06,69.13,20533.81,ORD-1387
SETL-116,UTR-21339077,2026-01-27,20987.00,384.06,69.13,20533.81,ORD-1449
SETL-117,UTR-88595657,2026-01-28,23475.00,429.59,77.32,22968.09,ORD-1016
SETL-117,UTR-88595657,2026-01-28,23475.00,429.59,77.32,22968.09,ORD-1078
SETL-117,UTR-88595657,2026-01-28,23475.00,429.59,77.32,22968.09,ORD-1140
SETL-117,UTR-88595657,2026-01-28,23475.00,429.59,77.32,22968.09,ORD-1202
SETL-117,UTR-88595657,2026-01-28,23475.00,429.59,77.32,22968.09,ORD-1264
SETL-117,UTR-88595657,2026-01-28,23475.00,429.59,77.32,22968.09,ORD-1326
SETL-117,UTR-88595657,2026-01-28,23475.00,429.59,77.32,22968.09,ORD-1388
SETL-117,UTR-88595657,2026-01-28,23475.00,429.59,77.32,22968.09,ORD-1450
SETL-118,UTR-81026618,2026-01-29,19326.00,353.66,63.65,18908.69,ORD-1017
SETL-118,UTR-81026618,2026-01-29,19326.00,353.66,63.65,18908.69,ORD-1079
SETL-118,UTR-81026618,2026-01-29,19326.00,353.66,63.65,18908.69,ORD-1141
SETL-118,UTR-81026618,2026-01-29,19326.00,353.66,63.65,18908.69,ORD-1203
SETL-118,UTR-81026618,2026-01-29,19326.00,353.66,63.65,18908.69,ORD-1265
SETL-118,UTR-81026618,2026-01-29,19326.00,353.66,63.65,18908.69,ORD-1327
SETL-118,UTR-81026618,2026-01-29,19326.00,353.66,63.65,18908.69,ORD-1389
SETL-118,UTR-81026618,2026-01-29,19326.00,353.66,63.65,18908.69,ORD-1451
SETL-119,UTR-30837589,2026-01-30,25203.00,461.21,83.01,24658.78,ORD-1018
SETL-119,UTR-30837589,2026-01-30,25203.00,461.21,83.01,24658.78,ORD-1080
SETL-119,UTR-30837589,2026-01-30,25203.00,461.21,83.01,24658.78,ORD-1142
SETL-119,UTR-30837589,2026-01-30,25203.00,461.21,83.01,24658.78,ORD-1204
SETL-119,UTR-30837589,2026-01-30,25203.00,461.21,83.01,24658.78,ORD-1266
SETL-119,UTR-30837589,2026-01-30,25203.00,461.21,83.01,24658.78,ORD-1328
SETL-119,UTR-30837589,2026-01-30,25203.00,461.21,83.01,24658.78,ORD-1390
SETL-119,UTR-30837589,2026-01-30,25203.00,461.21,83.01,24658.78,ORD-1452
SETL-120,UTR-98254017,2026-01-31,15360.00,281.08,50.59,15028.33,ORD-1019
SETL-120,UTR-98254017,2026-01-31,15360.00,281.08,50.59,15028.33,ORD-1081
SETL-120,UTR-98254017,2026-01-31,15360.00,281.08,50.59,15028.33,ORD-1143
SETL-120,UTR-98254017,2026-01-31,15360.00,281.08,50.59,15028.33,ORD-1267
SETL-120,UTR-98254017,2026-01-31,15360.00,281.08,50.59,15028.33,ORD-1329
SETL-120,UTR-98254017,2026-01-31,15360.00,281.08,50.59,15028.33,ORD-1391
SETL-120,UTR-98254017,2026-01-31,15360.00,281.08,50.59,15028.33,ORD-1453
SETL-121,UTR-90068835,2026-02-02,19713.00,360.74,64.93,19287.33,ORD-1020
SETL-121,UTR-90068835,2026-02-02,19713.00,360.74,64.93,19287.33,ORD-1082
SETL-121,UTR-90068835,2026-02-02,19713.00,360.74,64.93,19287.33,ORD-1144
SETL-121,UTR-90068835,2026-02-02,19713.00,360.74,64.93,19287.33,ORD-1206
SETL-121,UTR-90068835,2026-02-02,19713.00,360.74,64.93,19287.33,ORD-1268
SETL-121,UTR-90068835,2026-02-02,19713.00,360.74,64.93,19287.33,ORD-1330
SETL-121,UTR-90068835,2026-02-02,19713.00,360.74,64.93,19287.33,ORD-1392
SETL-121,UTR-90068835,2026-02-02,19713.00,360.74,64.93,19287.33,ORD-1454
SETL-122,UTR-62280015,2026-02-03,22015.00,402.87,72.51,21539.62,ORD-1021
SETL-122,UTR-62280015,2026-02-03,22015.00,402.87,72.51,21539.62,ORD-1083
SETL-122,UTR-62280015,2026-02-03,22015.00,402.87,72.51,21539.62,ORD-1145
SETL-122,UTR-62280015,2026-02-03,22015.00,402.87,72.51,21539.62,ORD-1207
SETL-122,UTR-62280015,2026-02-03,22015.00,402.87,72.51,21539.62,ORD-1269
SETL-122,UTR-62280015,2026-02-03,22015.00,402.87,72.51,21539.62,ORD-1331
SETL-122,UTR-62280015,2026-02-03,22015.00,402.87,72.51,21539.62,ORD-1393
SETL-122,UTR-62280015,2026-02-03,22015.00,402.87,72.51,21539.62,ORD-1455
SETL-123,UTR-53773065,2026-02-04,20887.00,382.23,68.80,20435.97,ORD-1022
SETL-123,UTR-53773065,2026-02-04,20887.00,382.23,68.80,20435.97,ORD-1084
SETL-123,UTR-53773065,2026-02-04,20887.00,382.23,68.80,20435.97,ORD-1208
SETL-123,UTR-53773065,2026-02-04,20887.00,382.23,68.80,20435.97,ORD-1270
SETL-123,UTR-53773065,2026-02-04,20887.00,382.23,68.80,20435.97,ORD-1332
SETL-123,UTR-53773065,2026-02-04,20887.00,382.23,68.80,20435.97,ORD-1394
SETL-123,UTR-53773065,2026-02-04,20887.00,382.23,68.80,20435.97,ORD-1456
SETL-124,UTR-76329160,2026-02-05,25013.00,457.73,82.39,24472.88,ORD-1023
SETL-124,UTR-76329160,2026-02-05,25013.00,457.73,82.39,24472.88,ORD-1085
SETL-124,UTR-76329160,2026-02-05,25013.00,457.73,82.39,24472.88,ORD-1147
SETL-124,UTR-76329160,2026-02-05,25013.00,457.73,82.39,24472.88,ORD-1209
SETL-124,UTR-76329160,2026-02-05,25013.00,457.73,82.39,24472.88,ORD-1271
SETL-124,UTR-76329160,2026-02-05,25013.00,457.73,82.39,24472.88,ORD-1333
SETL-124,UTR-76329160,2026-02-05,25013.00,457.73,82.39,24472.88,ORD-1395
SETL-124,UTR-76329160,2026-02-05,25013.00,457.73,82.39,24472.88,ORD-1457
SETL-125,UTR-30060604,2026-02-06,17279.00,316.20,56.91,16905.89,ORD-1024
SETL-125,UTR-30060604,2026-02-06,17279.00,316.20,56.91,16905.89,ORD-1086
SETL-125,UTR-30060604,2026-02-06,17279.00,316.20,56.91,16905.89,ORD-1148
SETL-125,UTR-30060604,2026-02-06,17279.00,316.20,56.91,16905.89,ORD-1210
SETL-125,UTR-30060604,2026-02-06,17279.00,316.20,56.91,16905.89,ORD-1272
SETL-125,UTR-30060604,2026-02-06,17279.00,316.20,56.91,16905.89,ORD-1334
SETL-125,UTR-30060604,2026-02-06,17279.00,316.20,56.91,16905.89,ORD-1396
SETL-125,UTR-30060604,2026-02-06,17279.00,316.20,56.91,16905.89,ORD-1458
SETL-126,UTR-48141534,2026-02-07,16330.00,298.83,53.78,15977.39,ORD-1025
SETL-126,UTR-48141534,2026-02-07,16330.00,298.83,53.78,15977.39,ORD-1087
SETL-126,UTR-48141534,2026-02-07,16330.00,298.83,53.78,15977.39,ORD-1149
SETL-126,UTR-48141534,2026-02-07,16330.00,298.83,53.78,15977.39,ORD-1211
SETL-126,UTR-48141534,2026-02-07,16330.00,298.83,53.78,15977.39,ORD-1273
SETL-126,UTR-48141534,2026-02-07,16330.00,298.83,53.78,15977.39,ORD-1335
SETL-126,UTR-48141534,2026-02-07,16330.00,298.83,53.78,15977.39,ORD-1397
SETL-126,UTR-48141534,2026-02-07,16330.00,298.83,53.78,15977.39,ORD-1459
SETL-127,UTR-93041470,2026-02-09,18260.00,334.15,60.14,17613.71,ORD-1026
SETL-127,UTR-93041470,2026-02-09,18260.00,334.15,60.14,17613.71,ORD-1088
SETL-127,UTR-93041470,2026-02-09,18260.00,334.15,60.14,17613.71,ORD-1150
SETL-127,UTR-93041470,2026-02-09,18260.00,334.15,60.14,17613.71,ORD-1212
SETL-127,UTR-93041470,2026-02-09,18260.00,334.15,60.14,17613.71,ORD-1274
SETL-127,UTR-93041470,2026-02-09,18260.00,334.15,60.14,17613.71,ORD-1336
SETL-127,UTR-93041470,2026-02-09,18260.00,334.15,60.14,17613.71,ORD-1398
SETL-127,UTR-93041470,2026-02-09,18260.00,334.15,60.14,17613.71,ORD-1460
SETL-128,UTR-96331453,2026-02-10,17219.00,315.10,56.71,16847.19,ORD-1027
SETL-128,UTR-96331453,2026-02-10,17219.00,315.10,56.71,16847.19,ORD-1089
SETL-128,UTR-96331453,2026-02-10,17219.00,315.10,56.71,16847.19,ORD-1151
SETL-128,UTR-96331453,2026-02-10,17219.00,315.10,56.71,16847.19,ORD-1213
SETL-128,UTR-96331453,2026-02-10,17219.00,315.10,56.71,16847.19,ORD-1275
SETL-128,UTR-96331453,2026-02-10,17219.00,315.10,56.71,16847.19,ORD-1399
SETL-128,UTR-96331453,2026-02-10,17219.00,315.10,56.71,16847.19,ORD-1461
SETL-129,UTR-29428313,2026-02-11,15861.00,290.25,52.24,15518.51,ORD-1028
SETL-129,UTR-29428313,2026-02-11,15861.00,290.25,52.24,15518.51,ORD-1090
SETL-129,UTR-29428313,2026-02-11,15861.00,290.25,52.24,15518.51,ORD-1152
SETL-129,UTR-29428313,2026-02-11,15861.00,290.25,52.24,15518.51,ORD-1214
SETL-129,UTR-29428313,2026-02-11,15861.00,290.25,52.24,15518.51,ORD-1276
SETL-129,UTR-29428313,2026-02-11,15861.00,290.25,52.24,15518.51,ORD-1338
SETL-129,UTR-29428313,2026-02-11,15861.00,290.25,52.24,15518.51,ORD-1400
SETL-129,UTR-29428313,2026-02-11,15861.00,290.25,52.24,15518.51,ORD-1462
SETL-130,UTR-15877134,2026-02-12,16104.00,294.70,53.04,15132.26,ORD-1029
SETL-130,UTR-15877134,2026-02-12,16104.00,294.70,53.04,15132.26,ORD-1091
SETL-130,UTR-15877134,2026-02-12,16104.00,294.70,53.04,15132.26,ORD-1153
SETL-130,UTR-15877134,2026-02-12,16104.00,294.70,53.04,15132.26,ORD-1215
SETL-130,UTR-15877134,2026-02-12,16104.00,294.70,53.04,15132.26,ORD-1277
SETL-130,UTR-15877134,2026-02-12,16104.00,294.70,53.04,15132.26,ORD-1339
SETL-130,UTR-15877134,2026-02-12,16104.00,294.70,53.04,15132.26,ORD-1401
SETL-130,UTR-15877134,2026-02-12,16104.00,294.70,53.04,15132.26,ORD-1463
SETL-131,UTR-78851172,2026-02-13,22986.00,420.14,75.62,22490.24,ORD-1030
SETL-131,UTR-78851172,2026-02-13,22986.00,420.14,75.62,22490.24,ORD-1092
SETL-131,UTR-78851172,2026-02-13,22986.00,420.14,75.62,22490.24,ORD-1154
SETL-131,UTR-78851172,2026-02-13,22986.00,420.14,75.62,22490.24,ORD-1216
SETL-131,UTR-78851172,2026-02-13,22986.00,420.14,75.62,22490.24,ORD-1278
SETL-131,UTR-78851172,2026-02-13,22986.00,420.14,75.62,22490.24,ORD-1340
SETL-131,UTR-78851172,2026-02-13,22986.00,420.14,75.62,22490.24,ORD-1402
SETL-131,UTR-78851172,2026-02-13,22986.00,420.14,75.62,22490.24,ORD-1464
SETL-132,UTR-94199092,2026-02-16,25193.00,461.03,82.98,24648.99,ORD-1031
SETL-132,UTR-94199092,2026-02-16,25193.00,461.03,82.98,24648.99,ORD-1093
SETL-132,UTR-94199092,2026-02-16,25193.00,461.03,82.98,24648.99,ORD-1155
SETL-132,UTR-94199092,2026-02-16,25193.00,461.03,82.98,24648.99,ORD-1217
SETL-132,UTR-94199092,2026-02-16,25193.00,461.03,82.98,24648.99,ORD-1279
SETL-132,UTR-94199092,2026-02-16,25193.00,461.03,82.98,24648.99,ORD-1341
SETL-132,UTR-94199092,2026-02-16,25193.00,461.03,82.98,24648.99,ORD-1403
SETL-132,UTR-94199092,2026-02-16,25193.00,461.03,82.98,24648.99,ORD-1465
SETL-133,UTR-67612248,2026-02-17,17924.00,328.00,59.04,17536.96,ORD-1032
SETL-133,UTR-67612248,2026-02-17,17924.00,328.00,59.04,17536.96,ORD-1094
SETL-133,UTR-67612248,2026-02-17,17924.00,328.00,59.04,17536.96,ORD-1156
SETL-133,UTR-67612248,2026-02-17,17924.00,328.00,59.04,17536.96,ORD-1218
SETL-133,UTR-67612248,2026-02-17,17924.00,328.00,59.04,17536.96,ORD-1280
SETL-133,UTR-67612248,2026-02-17,17924.00,328.00,59.04,17536.96,ORD-1342
SETL-133,UTR-67612248,2026-02-17,17924.00,328.00,59.04,17536.96,ORD-1404
SETL-133,UTR-67612248,2026-02-17,17924.00,328.00,59.04,17536.96,ORD-1466
SETL-134,UTR-77852569,2026-02-18,20466.00,374.52,67.41,20024.07,ORD-1033
SETL-134,UTR-77852569,2026-02-18,20466.00,374.52,67.41,20024.07,ORD-1095
SETL-134,UTR-77852569,2026-02-18,20466.00,374.52,67.41,20024.07,ORD-1157
SETL-134,UTR-77852569,2026-02-18,20466.00,374.52,67.41,20024.07,ORD-1219
SETL-134,UTR-77852569,2026-02-18,20466.00,374.52,67.41,20024.07,ORD-1281
SETL-134,UTR-77852569,2026-02-18,20466.00,374.52,67.41,20024.07,ORD-1343
SETL-134,UTR-77852569,2026-02-18,20466.00,374.52,67.41,20024.07,ORD-1405
SETL-134,UTR-77852569,2026-02-18,20466.00,374.52,67.41,20024.07,ORD-1467
SETL-135,UTR-28697550,2026-02-19,18014.00,329.65,59.33,17625.02,ORD-1034
SETL-135,UTR-28697550,2026-02-19,18014.00,329.65,59.33,17625.02,ORD-1096
SETL-135,UTR-28697550,2026-02-19,18014.00,329.65,59.33,17625.02,ORD-1158
SETL-135,UTR-28697550,2026-02-19,18014.00,329.65,59.33,17625.02,ORD-1220
SETL-135,UTR-28697550,2026-02-19,18014.00,329.65,59.33,17625.02,ORD-1282
SETL-135,UTR-28697550,2026-02-19,18014.00,329.65,59.33,17625.02,ORD-1344
SETL-135,UTR-28697550,2026-02-19,18014.00,329.65,59.33,17625.02,ORD-1406
SETL-135,UTR-28697550,2026-02-19,18014.00,329.65,59.33,17625.02,ORD-1468
SETL-136,UTR-80297512,2026-02-20,18866.00,345.24,62.14,18458.62,ORD-1035
SETL-136,UTR-80297512,2026-02-20,18866.00,345.24,62.14,18458.62,ORD-1097
SETL-136,UTR-80297512,2026-02-20,18866.00,345.24,62.14,18458.62,ORD-1159
SETL-136,UTR-80297512,2026-02-20,18866.00,345.24,62.14,18458.62,ORD-1221
SETL-136,UTR-80297512,2026-02-20,18866.00,345.24,62.14,18458.62,ORD-1283
SETL-136,UTR-80297512,2026-02-20,18866.00,345.24,62.14,18458.62,ORD-1345
SETL-136,UTR-80297512,2026-02-20,18866.00,345.24,62.14,18458.62,ORD-1407
SETL-136,UTR-80297512,2026-02-20,18866.00,345.24,62.14,18458.62,ORD-1469
SETL-137,UTR-77695536,2026-02-21,20270.00,370.94,66.76,19832.30,ORD-1036
SETL-137,UTR-77695536,2026-02-21,20270.00,370.94,66.76,19832.30,ORD-1098
SETL-137,UTR-77695536,2026-02-21,20270.00,370.94,66.76,19832.30,ORD-1160
SETL-137,UTR-77695536,2026-02-21,20270.00,370.94,66.76,19832.30,ORD-1222
SETL-137,UTR-77695536,2026-02-21,20270.00,370.94,66.76,19832.30,ORD-1284
SETL-137,UTR-77695536,2026-02-21,20270.00,370.94,66.76,19832.30,ORD-1346
SETL-137,UTR-77695536,2026-02-21,20270.00,370.94,66.76,19832.30,ORD-1408
SETL-137,UTR-77695536,2026-02-21,20270.00,370.94,66.76,19832.30,ORD-1470
SETL-138,UTR-86300026,2026-02-23,24158.00,442.09,79.57,23636.34,ORD-1037
SETL-138,UTR-86300026,2026-02-23,24158.00,442.09,79.57,23636.34,ORD-1099
SETL-138,UTR-86300026,2026-02-23,24158.00,442.09,79.57,23636.34,ORD-1161
SETL-138,UTR-86300026,2026-02-23,24158.00,442.09,79.57,23636.34,ORD-1223
SETL-138,UTR-86300026,2026-02-23,24158.00,442.09,79.57,23636.34,ORD-1285
SETL-138,UTR-86300026,2026-02-23,24158.00,442.09,79.57,23636.34,ORD-1347
SETL-138,UTR-86300026,2026-02-23,24158.00,442.09,79.57,23636.34,ORD-1409
SETL-138,UTR-86300026,2026-02-23,24158.00,442.09,79.57,23636.34,ORD-1471
SETL-139,UTR-12158188,2026-02-24,22496.00,411.67,74.10,22010.23,ORD-1038
SETL-139,UTR-12158188,2026-02-24,22496.00,411.67,74.10,22010.23,ORD-1100
SETL-139,UTR-12158188,2026-02-24,22496.00,411.67,74.10,22010.23,ORD-1162
SETL-139,UTR-12158188,2026-02-24,22496.00,411.67,74.10,22010.23,ORD-1224
SETL-139,UTR-12158188,2026-02-24,22496.00,411.67,74.10,22010.23,ORD-1286
SETL-139,UTR-12158188,2026-02-24,22496.00,411.67,74.10,22010.23,ORD-1348
SETL-139,UTR-12158188,2026-02-24,22496.00,411.67,74.10,22010.23,ORD-1410
SETL-139,UTR-12158188,2026-02-24,22496.00,411.67,74.10,22010.23,ORD-1472
SETL-140,UTR-88391409,2026-02-25,25111.00,459.53,82.71,24568.76,ORD-1039
SETL-140,UTR-88391409,2026-02-25,25111.00,459.53,82.71,24568.76,ORD-1101
SETL-140,UTR-88391409,2026-02-25,25111.00,459.53,82.71,24568.76,ORD-1163
SETL-140,UTR-88391409,2026-02-25,25111.00,459.53,82.71,24568.76,ORD-1225
SETL-140,UTR-88391409,2026-02-25,25111.00,459.53,82.71,24568.76,ORD-1287
SETL-140,UTR-88391409,2026-02-25,25111.00,459.53,82.71,24568.76,ORD-1349
SETL-140,UTR-88391409,2026-02-25,25111.00,459.53,82.71,24568.76,ORD-1411
SETL-140,UTR-88391409,2026-02-25,25111.00,459.53,82.71,24568.76,ORD-1473
SETL-141,UTR-96287208,2026-02-26,21523.00,393.87,70.89,21058.24,ORD-1040
SETL-141,UTR-96287208,2026-02-26,21523.00,393.87,70.89,21058.24,ORD-1102
SETL-141,UTR-96287208,2026-02-26,21523.00,393.87,70.89,21058.24,ORD-1164
SETL-141,UTR-96287208,2026-02-26,21523.00,393.87,70.89,21058.24,ORD-1226
SETL-141,UTR-96287208,2026-02-26,21523.00,393.87,70.89,21058.24,ORD-1288
SETL-141,UTR-96287208,2026-02-26,21523.00,393.87,70.89,21058.24,ORD-1350
SETL-141,UTR-96287208,2026-02-26,21523.00,393.87,70.89,21058.24,ORD-1412
SETL-141,UTR-96287208,2026-02-26,21523.00,393.87,70.89,21058.24,ORD-1474
SETL-142,UTR-40862121,2026-02-27,22716.00,415.70,74.82,22225.48,ORD-1041
SETL-142,UTR-40862121,2026-02-27,22716.00,415.70,74.82,22225.48,ORD-1103
SETL-142,UTR-40862121,2026-02-27,22716.00,415.70,74.82,22225.48,ORD-1165
SETL-142,UTR-40862121,2026-02-27,22716.00,415.70,74.82,22225.48,ORD-1227
SETL-142,UTR-40862121,2026-02-27,22716.00,415.70,74.82,22225.48,ORD-1289
SETL-142,UTR-40862121,2026-02-27,22716.00,415.70,74.82,22225.48,ORD-1351
SETL-142,UTR-40862121,2026-02-27,22716.00,415.70,74.82,22225.48,ORD-1413
SETL-142,UTR-40862121,2026-02-27,22716.00,415.70,74.82,22225.48,ORD-1475
SETL-143,UTR-21420815,2026-03-02,15053.00,275.46,49.58,14727.96,ORD-1042
SETL-143,UTR-21420815,2026-03-02,15053.00,275.46,49.58,14727.96,ORD-1104
SETL-143,UTR-21420815,2026-03-02,15053.00,275.46,49.58,14727.96,ORD-1166
SETL-143,UTR-21420815,2026-03-02,15053.00,275.46,49.58,14727.96,ORD-1290
SETL-143,UTR-21420815,2026-03-02,15053.00,275.46,49.58,14727.96,ORD-1352
