order_id,amount,capture_date,status
ORD-1000,3152.00,2026-01-05,captured
ORD-1062,1467.00,2026-01-05,captured
ORD-1124,2809.00,2026-01-05,captured
ORD-1186,4949.00,2026-01-05,captured
ORD-1248,725.00,2026-01-05,captured
ORD-1310,4204.00,2026-01-05,captured
ORD-1372,4738.00,2026-01-05,captured
ORD-1434,648.00,2026-01-05,captured
ORD-1496,2784.00,2026-01-05,captured
ORD-1001,1735.00,2026-01-06,captured
ORD-1063,4693.00,2026-01-06,captured
ORD-1125,533.00,2026-01-06,captured
ORD-1187,721.00,2026-01-06,captured
ORD-1249,1738.00,2026-01-06,captured
ORD-1311,728.00,2026-01-06,captured
ORD-1373,2920.00,2026-01-06,captured
ORD-1435,2551.00,2026-01-06,captured
ORD-1497,4618.00,2026-01-06,captured
RFND-5002,-252.00,2026-01-06,refund
ORD-1002,3734.00,2026-01-07,captured
ORD-1064,3925.00,2026-01-07,captured
ORD-1126,1693.00,2026-01-07,captured
ORD-1188,4826.00,2026-01-07,captured
ORD-1250,4312.00,2026-01-07,captured
ORD-1312,1019.00,2026-01-07,captured
ORD-1374,4696.00,2026-01-07,captured
ORD-1436,802.00,2026-01-07,captured
ORD-1498,2146.00,2026-01-07,captured
ORD-1003,895.00,2026-01-08,captured
ORD-1065,1851.00,2026-01-08,captured
ORD-1127,3932.00,2026-01-08,captured
ORD-1189,2941.00,2026-01-08,captured
ORD-1251,1697.00,2026-01-08,captured
ORD-1313,4131.00,2026-01-08,captured
ORD-1375,1026.00,2026-01-08,captured
ORD-1437,625.00,2026-01-08,captured
ORD-1499,2533.00,2026-01-08,authorized
ORD-1004,1093.00,2026-01-09,captured
ORD-1066,3302.00,2026-01-09,captured
ORD-1128,4879.00,2026-01-09,captured
ORD-1190,1245.00,2026-01-09,captured
ORD-1252,4385.00,2026-01-09,captured
ORD-1314,3167.00,2026-01-09,captured
ORD-1376,1424.00,2026-01-09,captured
ORD-1438,651.00,2026-01-09,captured
ORD-1005,4889.00,2026-01-12,captured
ORD-1067,1745.00,2026-01-12,captured
ORD-1129,3524.00,2026-01-12,captured
ORD-1191,2639.00,2026-01-12,captured
ORD-1253,3370.00,2026-01-12,captured
ORD-1315,4641.00,2026-01-12,captured
ORD-1377,2372.00,2026-01-12,captured
ORD-1439,4642.00,2026-01-12,captured
ORD-1006,1271.00,2026-01-13,captured
ORD-1068,4505.00,2026-01-13,captured
ORD-1130,3110.00,2026-01-13,captured
ORD-1192,4746.00,2026-01-13,captured
ORD-1254,1777.00,2026-01-13,captured
ORD-1316,4695.00,2026-01-13,captured
ORD-1378,1358.00,2026-01-13,captured
ORD-1440,2052.00,2026-01-13,captured
ORD-1007,3495.00,2026-01-14,captured
ORD-1069,3954.00,2026-01-14,captured
ORD-1131,1528.00,2026-01-14,captured
ORD-1193,3504.00,2026-01-14,captured
ORD-1255,4994.00,2026-01-14,captured
ORD-1317,2133.00,2026-01-14,captured
ORD-1379,1188.00,2026-01-14,captured
ORD-1441,4712.00,2026-01-14,captured
RFND-5001,-624.00,2026-01-14,refund
ORD-1008,975.00,2026-01-15,captured
ORD-1070,821.00,2026-01-15,captured
ORD-1132,4722.00,2026-01-15,captured
ORD-1194,1868.00,2026-01-15,captured
ORD-1256,4991.00,2026-01-15,captured
ORD-1318,2770.00,2026-01-15,captured
ORD-1380,2675.00,2026-01-15,captured
ORD-1442,4389.00,2026-01-15,captured
ORD-1009,4656.00,2026-01-16,captured
ORD-1071,1135.00,2026-01-16,captured
ORD-1133,942.00,2026-01-16,captured
ORD-1195,3413.00,2026-01-16,captured
ORD-1257,1573.00,2026-01-16,captured
ORD-1319,4205.00,2026-01-16,captured
ORD-1381,2727.00,2026-01-16,captured
ORD-1443,2512.00,2026-01-16,captured
ORD-1010,2258.00,2026-01-17,captured
ORD-1072,3070.00,2026-01-17,captured
ORD-1134,4240.00,2026-01-17,captured
ORD-1196,2325.00,2026-01-17,captured
ORD-1258,675.00,2026-01-17,captured
ORD-1320,4662.00,2026-01-17,captured
ORD-1382,824.00,2026-01-17,captured
ORD-1444,4162.00,2026-01-17,captured
ORD-1011,807.00,2026-01-19,captured
ORD-1073,3286.00,2026-01-19,captured
ORD-1135,3714.00,2026-01-19,captured
ORD-1197,4862.00,2026-01-19,captured
ORD-1259,616.00,2026-01-19,captured
ORD-1321,4868.00,2026-01-19,captured
ORD-1383,1987.00,2026-01-19,captured
ORD-1445,1370.00,2026-01-19,captured
ORD-1012,1204.00,2026-01-20,captured
ORD-1074,3368.00,2026-01-20,captured
ORD-1136,3760.00,2026-01-20,captured
ORD-1198,4936.00,2026-01-20,captured
ORD-1260,1341.00,2026-01-20,captured
ORD-1322,4416.00,2026-01-20,captured
ORD-1384,2715.00,2026-01-20,captured
ORD-1446,4040.00,2026-01-20,captured
ORD-1013,4052.00,2026-01-21,captured
ORD-1075,4568.00,2026-01-21,captured
ORD-1137,3768.00,2026-01-21,captured
ORD-1199,4618.00,2026-01-21,captured
ORD-1261,4813.00,2026-01-21,captured
ORD-1323,4659.00,2026-01-21,captured
ORD-1385,1561.00,2026-01-21,captured
ORD-1447,4555.00,2026-01-21,captured
ORD-1014,3925.00,2026-01-22,captured
ORD-1076,4237.00,2026-01-22,captured
ORD-1138,3728.00,2026-01-22,captured
ORD-1200,3200.00,2026-01-22,captured
ORD-1262,1640.00,2026-01-22,captured
ORD-1324,2528.00,2026-01-22,captured
ORD-1386,3959.00,2026-01-22,captured
ORD-1448,4972.00,2026-01-22,captured
ORD-1015,1072.00,2026-01-23,captured
ORD-1077,1063.00,2026-01-23,captured
ORD-1139,1348.00,2026-01-23,captured
ORD-1201,2327.00,2026-01-23,captured
ORD-1263,4053.00,2026-01-23,captured
ORD-1325,4786.00,2026-01-23,captured
ORD-1387,2618.00,2026-01-23,captured
ORD-1449,3720.00,2026-01-23,captured
ORD-1016,2471.00,2026-01-26,captured
ORD-1078,1266.00,2026-01-26,captured
ORD-1140,4444.00,2026-01-26,captured
ORD-1202,2098.00,2026-01-26,captured
ORD-1264,2095.00,2026-01-26,captured
ORD-1326,2626.00,2026-01-26,captured
ORD-1388,3825.00,2026-01-26,captured
ORD-1450,4650.00,2026-01-26,captured
ORD-1017,1243.00,2026-01-27,captured
ORD-1079,2711.00,2026-01-27,captured
ORD-1141,3780.00,2026-01-27,captured
ORD-1203,2461.00,2026-01-27,captured
ORD-1265,2228.00,2026-01-27,captured
ORD-1327,2159.00,2026-01-27,captured
ORD-1389,1723.00,2026-01-27,captured
ORD-1451,3021.00,2026-01-27,captured
ORD-1018,3977.00,2026-01-28,captured
ORD-1080,4383.00,2026-01-28,captured
ORD-1142,1009.00,2026-01-28,captured
ORD-1204,3782.00,2026-01-28,captured
ORD-1266,729.00,2026-01-28,captured
ORD-1328,4166.00,2026-01-28,captured
ORD-1390,4895.00,2026-01-28,captured
ORD-1452,2262.00,2026-01-28,captured
ORD-1019,984.00,2026-01-29,captured
ORD-1081,1032.00,2026-01-29,captured
ORD-1143,2061.00,2026-01-29,captured
ORD-1205,2357.00,2026-01-29,captured
ORD-1267,2563.00,2026-01-29,captured
ORD-1329,1623.00,2026-01-29,captured
ORD-1391,4717.00,2026-01-29,captured
ORD-1453,2380.00,2026-01-29,captured
ORD-1020,1514.00,2026-01-30,captured
ORD-1082,997.00,2026-01-30,captured
ORD-1144,1051.00,2026-01-30,captured
ORD-1206,2137.00,2026-01-30,captured
ORD-1268,2243.00,2026-01-30,captured
ORD-1330,3913.00,2026-01-30,captured
ORD-1392,4551.00,2026-01-30,captured
ORD-1454,3307.00,2026-01-30,captured
ORD-1021,2328.00,2026-01-31,captured
ORD-1083,3036.00,2026-01-31,captured
ORD-1145,2210.00,2026-01-31,captured
ORD-1207,4740.00,2026-01-31,captured
ORD-1269,2899.00,2026-01-31,captured
ORD-1331,1496.00,2026-01-31,captured
ORD-1393,3179.00,2026-01-31,captured
ORD-1455,2127.00,2026-01-31,captured
ORD-1022,1006.00,2026-02-02,captured
ORD-1084,4150.00,2026-02-02,captured
ORD-1146,4109.00,2026-02-02,captured
ORD-1208,4536.00,2026-02-02,captured
ORD-1270,4605.00,2026-02-02,failed
ORD-1332,3714.00,2026-02-02,captured
ORD-1394,1232.00,2026-02-02,captured
ORD-1456,1644.00,2026-02-02,captured
RFND-5003,-228.00,2026-02-02,refund
ORD-1023,3749.00,2026-02-03,captured
ORD-1085,2831.00,2026-02-03,captured
ORD-1147,1829.00,2026-02-03,captured
ORD-1209,3412.00,2026-02-03,captured
ORD-1271,2470.00,2026-02-03,captured
ORD-1333,4121.00,2026-02-03,captured
ORD-1395,2786.00,2026-02-03,captured
ORD-1457,3815.00,2026-02-03,captured
ORD-1024,906.00,2026-02-04,captured
ORD-1086,3660.00,2026-02-04,captured
ORD-1148,1400.00,2026-02-04,captured
ORD-1210,737.00,2026-02-04,captured
ORD-1272,3170.00,2026-02-04,captured
ORD-1334,3088.00,2026-02-04,captured
ORD-1396,971.00,2026-02-04,captured
ORD-1458,3347.00,2026-02-04,captured
ORD-1025,2311.00,2026-02-05,captured
ORD-1087,3342.00,2026-02-05,captured
ORD-1149,3285.00,2026-02-05,captured
ORD-1211,728.00,2026-02-05,captured
ORD-1273,2624.00,2026-02-05,captured
ORD-1335,1094.00,2026-02-05,captured
ORD-1397,2001.00,2026-02-05,captured
ORD-1459,945.00,2026-02-05,captured
ORD-1026,881.00,2026-02-06,captured
ORD-1088,684.00,2026-02-06,captured
ORD-1150,930.00,2026-02-06,failed
ORD-1212,2788.00,2026-02-06,captured
ORD-1274,4959.00,2026-02-06,captured
ORD-1336,2471.00,2026-02-06,captured
ORD-1398,3984.00,2026-02-06,captured
ORD-1460,1563.00,2026-02-06,captured
ORD-1027,1590.00,2026-02-07,captured
ORD-1089,4282.00,2026-02-07,captured
ORD-1151,1338.00,2026-02-07,captured
ORD-1213,4368.00,2026-02-07,captured
ORD-1275,3932.00,2026-02-07,captured
ORD-1337,4008.00,2026-02-07,authorized
ORD-1399,1093.00,2026-02-07,captured
ORD-1461,616.00,2026-02-07,captured
ORD-1028,2872.00,2026-02-09,captured
ORD-1090,3411.00,2026-02-09,captured
ORD-1152,501.00,2026-02-09,captured
ORD-1214,2623.00,2026-02-09,captured
ORD-1276,1573.00,2026-02-09,captured
ORD-1338,1099.00,2026-02-09,captured
ORD-1400,2703.00,2026-02-09,captured
ORD-1462,1079.00,2026-02-09,captured
ORD-1029,3933.00,2026-02-10,captured
ORD-1091,1876.00,2026-02-10,captured
ORD-1153,1739.00,2026-02-10,captured
ORD-1215,2086.00,2026-02-10,captured
ORD-1277,998.00,2026-02-10,captured
ORD-1339,2242.00,2026-02-10,captured
ORD-1401,637.00,2026-02-10,captured
ORD-1463,2593.00,2026-02-10,captured
RFND-5004,-589.00,2026-02-10,refund
ORD-1030,1681.00,2026-02-11,captured
ORD-1092,1459.00,2026-02-11,captured
ORD-1154,4895.00,2026-02-11,captured
ORD-1216,3320.00,2026-02-11,captured
ORD-1278,3398.00,2026-02-11,captured
ORD-1340,2980.00,2026-02-11,captured
ORD-1402,1225.00,2026-02-11,captured
ORD-1464,4028.00,2026-02-11,captured
ORD-1031,4929.00,2026-02-12,captured
ORD-1093,4544.00,2026-02-12,captured
ORD-1155,1331.00,2026-02-12,captured
ORD-1217,4163.00,2026-02-12,captured
ORD-1279,4253.00,2026-02-12,captured
ORD-1341,1502.00,2026-02-12,captured
ORD-1403,2634.00,2026-02-12,captured
ORD-1465,1837.00,2026-02-12,captured
ORD-1032,1464.00,2026-02-13,captured
ORD-1094,982.00,2026-02-13,captured
ORD-1156,3478.00,2026-02-13,captured
ORD-1218,3363.00,2026-02-13,captured
ORD-1280,4733.00,2026-02-13,captured
ORD-1342,1765.00,2026-02-13,captured
ORD-1404,1186.00,2026-02-13,captured
ORD-1466,953.00,2026-02-13,captured
ORD-1033,3027.00,2026-02-16,captured
ORD-1095,2287.00,2026-02-16,captured
ORD-1157,708.00,2026-02-16,captured
ORD-1219,3487.00,2026-02-16,captured
ORD-1281,3945.00,2026-02-16,captured
ORD-1343,3499.00,2026-02-16,captured
ORD-1405,2321.00,2026-02-16,captured
ORD-1467,1192.00,2026-02-16,captured
ORD-1034,1980.00,2026-02-17,captured
ORD-1096,2854.00,2026-02-17,captured
ORD-1158,1076.00,2026-02-17,captured
ORD-1220,1159.00,2026-02-17,captured
ORD-1282,4609.00,2026-02-17,captured
ORD-1344,1671.00,2026-02-17,captured
ORD-1406,1045.00,2026-02-17,captured
ORD-1468,3620.00,2026-02-17,captured
ORD-1036,2039.00,2026-02-19,captured
ORD-1098,2528.00,2026-02-19,captured
ORD-1160,3582.00,2026-02-19,captured
ORD-1222,1336.00,2026-02-19,captured
ORD-1284,4856.00,2026-02-19,captured
ORD-1346,1624.00,2026-02-19,captured
ORD-1408,1496.00,2026-02-19,captured
ORD-1470,2809.00,2026-02-19,captured
ORD-1037,3550.00,2026-02-20,captured
ORD-1099,3759.00,2026-02-20,captured
ORD-1161,1716.00,2026-02-20,captured
ORD-1223,2358.00,2026-02-20,captured
ORD-1285,1743.00,2026-02-20,captured
ORD-1347,4331.00,2026-02-20,captured
ORD-1409,4217.00,2026-02-20,captured
ORD-1471,2484.00,2026-02-20,captured
ORD-1038,1298.00,2026-02-21,captured
ORD-1100,3702.00,2026-02-21,captured
ORD-1162,2566.00,2026-02-21,captured
ORD-1224,4350.00,2026-02-21,captured
ORD-1286,4788.00,2026-02-21,captured
ORD-1348,2298.00,2026-02-21,captured
ORD-1410,594.00,2026-02-21,captured
ORD-1472,2900.00,2026-02-21,captured
ORD-1039,4987.00,2026-02-23,captured
ORD-1101,4567.00,2026-02-23,captured
ORD-1163,3345.00,2026-02-23,captured
ORD-1225,2111.00,2026-02-23,captured
ORD-1287,4682.00,2026-02-23,captured
ORD-1349,1271.00,2026-02-23,captured
ORD-1411,3278.00,2026-02-23,captured
ORD-1473,870.00,2026-02-23,captured
ORD-1040,1014.00,2026-02-24,captured
ORD-1102,1160.00,2026-02-24,captured
ORD-1164,3483.00,2026-02-24,captured
ORD-1226,3266.00,2026-02-24,captured
ORD-1288,653.00,2026-02-24,captured
ORD-1350,3762.00,2026-02-24,captured
ORD-1412,3922.00,2026-02-24,captured
ORD-1474,4263.00,2026-02-24,captured
ORD-1041,988.00,2026-02-25,captured
ORD-1103,1862.00,2026-02-25,captured
ORD-1165,4384.00,2026-02-25,captured
ORD-1227,2174.00,2026-02-25,captured
ORD-1289,4105.00,2026-02-25,captured
ORD-1351,4491.00,2026-02-25,captured
ORD-1413,2694.00,2026-02-25,captured
ORD-1475,2018.00,2026-02-25,captured
ORD-1042,2187.00,2026-02-26,captured
ORD-1104,4179.00,2026-02-26,captured
ORD-1166,1506.00,2026-02-26,captured
