settlement_id,utr,settle_date,gross,fee,gst,net,order_id
SETL-110,UTR-45681255,2026-01-19,28058.00,513.46,92.42,27452.12,ORD-1009
SETL-110,UTR-45681255,2026-01-19,28058.00,513.46,92.42,27452.12,ORD-1071
SETL-110,UTR-45681255,2026-01-19,28058.00,513.46,92.42,27452.12,ORD-1133
SETL-110,UTR-45681255,2026-01-19,28058.00,513.46,92.42,27452.12,ORD-1195
SETL-110,UTR-45681255,2026-01-19,28058.00,513.46,92.42,27452.12,ORD-1257
SETL-110,UTR-45681255,2026-01-19,28058.00,513.46,92.42,27452.12,ORD-1319
SETL-110,UTR-45681255,2026-01-19,28058.00,513.46,92.42,27452.12,ORD-1381
SETL-110,UTR-45681255,2026-01-19,28058.00,513.46,92.42,27452.12,ORD-1443
SETL-111,UTR-46351954,2026-01-20,21492.00,393.30,70.79,21027.91,ORD-1010
SETL-111,UTR-46351954,2026-01-20,21492.00,393.30,70.79,21027.91,ORD-1072
SETL-111,UTR-46351954,2026-01-20,21492.00,393.30,70.79,21027.91,ORD-1134
SETL-111,UTR-46351954,2026-01-20,21492.00,393.30,70.79,21027.91,ORD-1196
SETL-111,UTR-46351954,2026-01-20,21492.00,393.30,70.79,21027.91,ORD-1258
SETL-111,UTR-46351954,2026-01-20,21492.00,393.30,70.79,21027.91,ORD-1320
SETL-111,UTR-46351954,2026-01-20,21492.00,393.30,70.79,21027.91,ORD-1382
SETL-111,UTR-46351954,2026-01-20,21492.00,393.30,70.79,21027.91,ORD-1444
SETL-112,UTR-61456350,2026-01-21,12778.00,233.83,42.08,12502.09,ORD-1011
SETL-112,UTR-61456350,2026-01-21,12778.00,233.83,42.08,12502.09,ORD-1073
SETL-112,UTR-61456350,2026-01-21,12778.00,233.83,42.08,12502.09,ORD-1135
SETL-112,UTR-61456350,2026-01-21,12778.00,233.83,42.08,12502.09,ORD-1197
SETL-112,UTR-61456350,2026-01-21,12778.00,233.83,42.08,12502.09,ORD-1259
SETL-112,UTR-61456350,2026-01-21,12778.00,233.83,42.08,12502.09,ORD-1321
SETL-112,UTR-61456350,2026-01-21,12778.00,233.83,42.08,12502.09,ORD-1383
SETL-112,UTR-61456350,2026-01-21,12778.00,233.83,42.08,12502.09,ORD-1445
SETL-113,UTR-17177001,2026-01-22,20505.00,375.24,67.54,20062.22,ORD-1012
SETL-113,UTR-17177001,2026-01-22,20505.00,375.24,67.54,20062.22,ORD-1074
SETL-113,UTR-17177001,2026-01-22,20505.00,375.24,67.54,20062.22,ORD-1136
SETL-113,UTR-17177001,2026-01-22,20505.00,375.24,67.54,20062.22,ORD-1198
SETL-113,UTR-17177001,2026-01-22,20505.00,375.24,67.54,20062.22,ORD-1260
SETL-113,UTR-17177001,2026-01-22,20505.00,375.24,67.54,20062.22,ORD-1322
SETL-113,UTR-17177001,2026-01-22,20505.00,375.24,67.54,20062.22,ORD-1384
SETL-113,UTR-17177001,2026-01-22,20505.00,375.24,67.54,20062.22,ORD-1446
SETL-114,UTR-28323915,2026-01-23,26461.00,484.23,87.16,25889.61,ORD-1013
SETL-114,UTR-28323915,2026-01-23,26461.00,484.23,87.16,25889.61,ORD-1075
SETL-114,UTR-28323915,2026-01-23,26461.00,484.23,87.16,25889.61,ORD-1137
SETL-114,UTR-28323915,2026-01-23,26461.00,484.23,87.16,25889.61,ORD-1199
SETL-114,UTR-28323915,2026-01-23,26461.00,484.23,87.16,25889.61,ORD-1261
SETL-114,UTR-28323915,2026-01-23,26461.00,484.23,87.16,25889.61,ORD-1323
SETL-114,UTR-28323915,2026-01-23,26461.00,484.23,87.16,25889.61,ORD-1385
SETL-114,UTR-28323915,2026-01-23,26461.00,484.23,87.16,25889.61,ORD-1447
SETL-115,UTR-15652019,2026-01-26,20642.00,377.74,67.99,20196.27,ORD-1014
SETL-115,UTR-15652019,2026-01-26,20642.00,377.74,67.99,20196.27,ORD-1076
SETL-115,UTR-15652019,2026-01-26,20642.00,377.74,67.99,20196.27,ORD-1138
SETL-115,UTR-15652019,2026-01-26,20642.00,377.74,67.99,20196.27,ORD-1200
SETL-115,UTR-15652019,2026-01-26,20642.00,377.74,67.99,20196.27,ORD-1262
SETL-115,UTR-15652019,2026-01-26,20642.00,377.74,67.99,20196.27,ORD-1324
SETL-115,UTR-15652019,2026-01-26,20642.00,377.74,67.99,20196.27,ORD-1386
SETL-115,UTR-15652019,2026-01-26,20642.00,377.74,67.99,20196.27,ORD-1448
SETL-116,UTR-74249891,2026-01-27,23766.00,434.91,78.28,23252.81,ORD-1015
SETL-116,UTR-74249891,2026-01-27,23766.00,434.91,78.28,23252.81,ORD-1077
SETL-116,UTR-74249891,2026-01-27,23766.00,434.91,78.28,23252.81,ORD-1139
SETL-116,UTR-74249891,2026-01-27,23766.00,434.91,78.28,23252.81,ORD-1201
SETL-116,UTR-74249891,2026-01-27,23766.00,434.91,78.28,23252.81,ORD-1263
SETL-116,UTR-74249891,2026-01-27,23766.00,434.91,78.28,23252.81,ORD-1325
SETL-116,UTR-74249891,2026-01-27,23766.00,434.91,78.28,23252.81,ORD-1387
SETL-116,UTR-74249891,2026-01-27,23766.00,434.91,78.28,23252.81,ORD-1449
SETL-117,UTR-77741270,2026-01-28,26478.00,484.54,87.21,25906.25,ORD-1016
