settlement_id,utr,settle_date,gross,fee,gst,net,order_id
SETL-110,UTR-14135032,2026-01-19,14730.00,269.55,48.51,14411.94,ORD-1009
SETL-110,UTR-14135032,2026-01-19,14730.00,269.55,48.51,14411.94,ORD-1071
SETL-110,UTR-14135032,2026-01-19,14730.00,269.55,48.51,14411.94,ORD-1133
SETL-110,UTR-14135032,2026-01-19,14730.00,269.55,48.51,14411.94,ORD-1195
SETL-110,UTR-14135032,2026-01-19,14730.00,269.55,48.51,14411.94,ORD-1257
SETL-110,UTR-14135032,2026-01-19,14730.00,269.55,48.51,14411.94,ORD-1319
SETL-110,UTR-14135032,2026-01-19,14730.00,269.55,48.51,14411.94,ORD-1381
SETL-110,UTR-14135032,2026-01-19,14730.00,269.55,48.51,14411.94,ORD-1443
SETL-111,UTR-94225192,2026-01-20,23538.00,430.74,77.53,23029.73,ORD-1010
SETL-111,UTR-94225192,2026-01-20,23538.00,430.74,77.53,23029.73,ORD-1072
SETL-111,UTR-94225192,2026-01-20,23538.00,430.74,77.53,23029.73,ORD-1134
SETL-111,UTR-94225192,2026-01-20,23538.00,430.74,77.53,23029.73,ORD-1196
SETL-111,UTR-94225192,2026-01-20,23538.00,430.74,77.53,23029.73,ORD-1258
SETL-111,UTR-94225192,2026-01-20,23538.00,430.74,77.53,23029.73,ORD-1320
SETL-111,UTR-94225192,2026-01-20,23538.00,430.74,77.53,23029.73,ORD-1382
SETL-111,UTR-94225192,2026-01-20,23538.00,430.74,77.53,23029.73,ORD-1444
SETL-112,UTR-91285952,2026-01-21,19215.00,351.63,63.29,18800.08,ORD-1011
SETL-112,UTR-91285952,2026-01-21,19215.00,351.63,63.29,18800.08,ORD-1073
SETL-112,UTR-91285952,2026-01-21,19215.00,351.63,63.29,18800.08,ORD-1135
SETL-112,UTR-91285952,2026-01-21,19215.00,351.63,63.29,18800.08,ORD-1197
SETL-112,UTR-91285952,2026-01-21,19215.00,351.63,63.29,18800.08,ORD-1259
SETL-112,UTR-91285952,2026-01-21,19215.00,351.63,63.29,18800.08,ORD-1321
SETL-112,UTR-91285952,2026-01-21,19215.00,351.63,63.29,18800.08,ORD-1383
SETL-112,UTR-91285952,2026-01-21,19215.00,351.63,63.29,18800.08,ORD-1445
SETL-113,UTR-42512793,2026-01-22,28256.00,517.08,93.07,27645.85,ORD-1012
SETL-113,UTR-42512793,2026-01-22,28256.00,517.08,93.07,27645.85,ORD-1074
SETL-113,UTR-42512793,2026-01-22,28256.00,517.08,93.07,27645.85,ORD-1136
SETL-113,UTR-42512793,2026-01-22,28256.00,517.08,93.07,27645.85,ORD-1198
SETL-113,UTR-42512793,2026-01-22,28256.00,517.08,93.07,27645.85,ORD-1260
SETL-113,UTR-42512793,2026-01-22,28256.00,517.08,93.07,27645.85,ORD-1322
SETL-113,UTR-42512793,2026-01-22,28256.00,517.08,93.07,27645.85,ORD-1384
SETL-113,UTR-42512793,2026-01-22,28256.00,517.08,93.07,27645.85,ORD-1446
SETL-114,UTR-44949865,2026-01-23,19062.00,348.83,62.78,18650.39,ORD-1013
SETL-114,UTR-44949865,2026-01-23,19062.00,348.83,62.78,18650.39,ORD-1075
SETL-114,UTR-44949865,2026-01-23,19062.00,348.83,62.78,18650.39,ORD-1137
SETL-114,UTR-44949865,2026-01-23,19062.00,348.83,62.78,18650.39,ORD-1199
SETL-114,UTR-44949865,2026-01-23,19062.00,348.83,62.78,18650.39,ORD-1261
SETL-114,UTR-44949865,2026-01-23,19062.00,348.83,62.78,18650.39,ORD-1323
SETL-114,UTR-44949865,2026-01-23,19062.00,348.83,62.78,18650.39,ORD-1385
SETL-114,UTR-44949865,2026-01-23,19062.00,348.83,62.78,18650.39,ORD-1447
SETL-115,UTR-37730163,2026-01-26,18866.00,345.25,62.14,18458.61,ORD-1014
SETL-115,UTR-37730163,2026-01-26,18866.00,345.25,62.14,18458.61,ORD-1076
SETL-115,UTR-37730163,2026-01-26,18866.00,345.25,62.14,18458.61,ORD-1138
SETL-115,UTR-37730163,2026-01-26,18866.00,345.25,62.14,18458.61,ORD-1200
SETL-115,UTR-37730163,2026-01-26,18866.00,345.25,62.14,18458.61,ORD-1262
SETL-115,UTR-37730163,2026-01-26,18866.00,345.25,62.14,18458.61,ORD-1324
SETL-115,UTR-37730163,2026-01-26,18866.00,345.25,62.14,18458.61,ORD-1386
SETL-115,UTR-37730163,2026-01-26,18866.00,345.25,62.14,18458.61,ORD-1448
SETL-116,UTR-33199836,2026-01-27,25931.00,474.53,85.41,25371.06,ORD-1015
SETL-116,UTR-33199836,2026-01-27,25931.00,474.53,85.41,25371.06,ORD-1077
SETL-116,UTR-33199836,2026-01-27,25931.00,474.53,85.41,25371.06,ORD-1139
SETL-116,UTR-33199836,2026-01-27,25931.00,474.53,85.41,25371.06,ORD-1201
